machine,method,submethod,algorithm,iterations,start time,stop time,total time,time per iteration,baseline power,on-load power,total power used,joules per iteration,iterations per joule
MacBookAir.broadband,key generation,,RSA-2048,100,1775839465.9744809,1775839471.73429,5.7598090171813965,0.05759809017181396,,,,,
MacBookAir.broadband,key generation,,ECDSA P-256,100,1775839486.110044,1775839487.352641,1.2425971031188965,0.012425971031188966,,,,,
MacBookAir.broadband,key generation,,X25519,100,1775839498.584917,1775839499.762683,1.1777658462524414,0.011777658462524414,,,,,
MacBookAir.broadband,key generation,,ECDH P-256,100,1775839521.4269419,1775839522.652492,1.2255501747131348,0.012255501747131348,,,,,
MacBookAir.broadband,key generation,,ML-KEM-512,100,1775839537.863281,1775839539.097982,1.2347009181976318,0.012347009181976318,,,,,
MacBookAir.broadband,key generation,,ML-KEM-768,100,1775839552.631979,1775839553.869844,1.2378649711608887,0.012378649711608887,,,,,
MacBookAir.broadband,key generation,,ML-KEM-1024,100,1775839567.6299279,1775839568.87283,1.2429020404815674,0.012429020404815673,,,,,
MacBookAir.broadband,key generation,,ML-DSA-44,100,1775839580.40753,1775839581.654494,1.2469639778137207,0.012469639778137207,,,,,
MacBookAir.broadband,key generation,,ML-DSA-65,100,1775839596.5937011,1775839597.853884,1.2601828575134277,0.012601828575134278,,,,,
MacBookAir.broadband,key generation,,ML-DSA-87,100,1775839610.491138,1775839611.766083,1.2749450206756592,0.012749450206756592,,,,,
MacBookAir.broadband,key generation,,SLH-DSA-SHA2-128s,100,1775839696.490887,1775839700.3943732,3.9034862518310547,0.039034862518310544,,,,,
MacBookAir.broadband,key generation,,SLH-DSA-SHA2-128f,100,1775839714.4011881,1775839715.671534,1.27034592628479,0.0127034592628479,,,,,
MacBookAir.broadband,key generation,,SLH-DSA-SHAKE-128s,100,1775839737.440976,1775839745.947191,8.50621509552002,0.0850621509552002,,,,,
MacBookAir.broadband,key generation,,SLH-DSA-SHA2-192s,100,1775839759.5482712,1775839764.653435,5.105163812637329,0.05105163812637329,,,,,
MacBookAir.broadband,key generation,,SLH-DSA-SHA2-192f,100,1775839834.13595,1775839835.425577,1.2896268367767334,0.012896268367767335,,,,,
MacBookAir.broadband,key generation,,SLH-DSA-SHAKE-192s,100,1775839862.471612,1775839874.468013,11.996401071548462,0.11996401071548463,,,,,
MacBookAir.broadband,key generation,,SLH-DSA-SHA2-256s,100,1775839888.4873521,1775839892.26678,3.7794277667999268,0.03779427766799927,,,,,
MacBookAir.broadband,key generation,,SLH-DSA-SHA2-256f,100,1775839907.307103,1775839908.7275782,1.4204752445220947,0.014204752445220948,,,,,
MacBookAir.broadband,key generation,,SLH-DSA-SHAKE-256s,100,1775839920.2374809,1775839928.552525,8.315044164657593,0.08315044164657592,,,,,
MacBookAir.broadband,signatures,signing,RSA-2048,100,1775839947.259635,1775839947.980012,0.7203769683837891,0.0072037696838378905,,,,,
MacBookAir.broadband,signatures,signing,ECDSA P-256,100,1775839963.863393,1775839964.5059881,0.6425950527191162,0.006425950527191162,,,,,
MacBookAir.broadband,signatures,signing,ML-DSA-44,100,1775839984.0187001,1775839984.7082071,0.689507007598877,0.00689507007598877,,,,,
MacBookAir.broadband,signatures,signing,ML-DSA-65,100,1775840002.261035,1775840002.9790552,0.7180202007293701,0.007180202007293701,,,,,
MacBookAir.broadband,signatures,signing,ML-DSA-87,100,1775840020.906667,1775840021.6466172,0.7399501800537109,0.007399501800537109,,,,,
MacBookAir.broadband,signatures,signing,SLH-DSA-SHA2-128s,100,1775840035.086735,1775840056.043725,20.956990003585815,0.20956990003585815,,,,,
MacBookAir.broadband,signatures,signing,SLH-DSA-SHA2-128f,100,1775840071.26112,1775840072.876964,1.6158440113067627,0.016158440113067628,,,,,
MacBookAir.broadband,signatures,signing,SLH-DSA-SHAKE-128s,100,1775840086.318149,1775840142.395832,56.077682971954346,0.5607768297195435,,,,,
MacBookAir.broadband,signatures,signing,SLH-DSA-SHA2-192s,100,1775840156.8982558,1775840195.642835,38.74457907676697,0.38744579076766966,,,,,
MacBookAir.broadband,signatures,signing,SLH-DSA-SHA2-192f,100,1775840210.665802,1775840212.9711099,2.3053078651428223,0.02305307865142822,,,,,
MacBookAir.broadband,signatures,signing,SLH-DSA-SHAKE-192s,100,1775840228.234518,1775840326.063937,97.82941889762878,0.9782941889762878,,,,,
MacBookAir.broadband,signatures,signing,SLH-DSA-SHA2-256s,100,1775840347.2828102,1775840382.8525782,35.56976795196533,0.3556976795196533,,,,,
MacBookAir.broadband,signatures,signing,SLH-DSA-SHA2-256f,100,1775840398.792682,1775840402.868253,4.075571060180664,0.04075571060180664,,,,,
MacBookAir.broadband,signatures,signing,SLH-DSA-SHAKE-256s,100,1775840419.709478,1775840505.2812932,85.57181525230408,0.8557181525230407,,,,,
MacBookAir.broadband,signatures,verification,RSA-2048,100,1775840516.49667,1775840517.089171,0.5925009250640869,0.005925009250640869,,,,,
MacBookAir.broadband,signatures,verification,ECDSA P-256,100,1775840530.043069,1775840530.642174,0.5991051197052002,0.005991051197052002,,,,,
MacBookAir.broadband,signatures,verification,ML-DSA-44,100,1775840542.56975,1775840543.176824,0.6070740222930908,0.006070740222930908,,,,,
MacBookAir.broadband,signatures,verification,ML-DSA-65,100,1775840557.1146612,1775840557.723356,0.6086947917938232,0.006086947917938232,,,,,
MacBookAir.broadband,signatures,verification,ML-DSA-87,100,1775840574.847598,1775840575.467372,0.6197738647460938,0.006197738647460938,,,,,
MacBookAir.broadband,signatures,verification,SLH-DSA-SHA2-128s,100,1775840588.809364,1775840589.4281979,0.6188337802886963,0.006188337802886963,,,,,
MacBookAir.broadband,signatures,verification,SLH-DSA-SHA2-128f,100,1775840604.807034,1775840605.4653618,0.6583278179168701,0.006583278179168701,,,,,
MacBookAir.broadband,signatures,verification,SLH-DSA-SHAKE-128s,100,1775840618.8417332,1775840619.494168,0.6524348258972168,0.006524348258972168,,,,,
MacBookAir.broadband,signatures,verification,SLH-DSA-SHA2-192s,100,1775840633.787667,1775840634.422642,0.6349749565124512,0.0063497495651245114,,,,,
MacBookAir.broadband,signatures,verification,SLH-DSA-SHA2-192f,100,1775840653.840624,1775840654.532693,0.6920688152313232,0.006920688152313233,,,,,
MacBookAir.broadband,signatures,verification,SLH-DSA-SHAKE-192s,100,1775840667.0412219,1775840667.720706,0.6794841289520264,0.006794841289520264,,,,,
MacBookAir.broadband,signatures,verification,SLH-DSA-SHA2-256s,100,1775840680.8583848,1775840681.509196,0.6508111953735352,0.0065081119537353516,,,,,
MacBookAir.broadband,signatures,verification,SLH-DSA-SHA2-256f,100,1775840693.782109,1775840694.478218,0.6961090564727783,0.006961090564727783,,,,,
MacBookAir.broadband,signatures,verification,SLH-DSA-SHAKE-256s,100,1775840715.507154,1775840716.227948,0.7207939624786377,0.007207939624786377,,,,,
MacBookAir.broadband,TLS handshake,,RSA-2048,100,1775840731.0815449,1775840732.5572128,1.4756591320037842,0.014756591320037841,,,,,
MacBookAir.broadband,TLS handshake,,ECDSA P-256,100,1775840745.2242334,1775840746.6406982,1.416454792022705,0.01416454792022705,,,,,
MacBookAir.broadband,TLS handshake,,ML-DSA-44,100,1775840771.8837888,1775840773.3358872,1.4520900249481201,0.014520900249481201,,,,,
MacBookAir.broadband,TLS handshake,,ML-DSA-65,100,1775840787.1910129,1775840788.667066,1.476043939590454,0.01476043939590454,,,,,
MacBookAir.broadband,TLS handshake,,ML-DSA-87,100,1775840801.07205,1775840802.545117,1.4730589389801025,0.014730589389801025,,,,,
